,DateOfBite,Species,Breed,Age,SpayNeuter,Borough
14262,July 09 2017,DOG,American Pit Bull Mix / Pit Bull Mix,4,False,Brooklyn
14263,July 07 2017,DOG,Pit Bull,4,False,Brooklyn
14264,July 07 2017,DOG,Pit Bull,4,False,Brooklyn
14265,July 07 2017,DOG,Pit Bull,4,False,Brooklyn
14266,July 06 2017,DOG,American Pit Bull Mix / Pit Bull Mix,6Y,True,Brooklyn
14267,July 10 2017,DOG,Labrador Retriever,6Y,False,Brooklyn
14268,July 07 2017,DOG,Siberian Husky,6Y,False,Brooklyn
14269,July 08 2017,DOG,Pit Bull,6Y,False,Brooklyn
14270,July 11 2017,DOG,Rhodesian Ridgeback,7,True,Brooklyn
14271,July 12 2017,DOG,MIXED,7,False,Brooklyn
14272,July 12 2017,DOG,LABRADOR,1,False,Brooklyn
14273,July 12 2017,DOG,Rottweiler,1,True,Brooklyn
14274,July 02 2017,DOG,Cock-A-Poo,1,False,Brooklyn
14275,July 10 2017,DOG,American Pit Bull Mix / Pit Bull Mix,5,True,Brooklyn
14276,July 14 2017,DOG,PIT BULL MIX,2018-04-05T00:00:00.000,True,Brooklyn
